Dataset,Threshold,Accuracy,Precision,Recall,F1 Score,F2 Score,Classification Report,Confusion Matrix,True Positive Category Counts
../data/labeled_data_small_123.csv,0.48,0.74,0.7788680024788268,0.74,0.7306133726284767,0.730132793672814,"               precision    recall  f1-score   support

    Offensive       0.67      0.93      0.78       150
Non-Offensive       0.88      0.55      0.68       150

     accuracy                           0.74       300
    macro avg       0.78      0.74      0.73       300
 weighted avg       0.78      0.74      0.73       300
","[[139  11]
 [ 67  83]]",TOXICITY: 131; INSULT: 2; THREAT: 1; PROFANITY: 4; SPAM: 1
../data/labeled_data_small_2025.csv,0.48,0.74,0.7934144751141056,0.74,0.7276029055690073,0.7270900638247578,"               precision    recall  f1-score   support

    Offensive       0.67      0.95      0.79       150
Non-Offensive       0.92      0.53      0.67       150

     accuracy                           0.74       300
    macro avg       0.79      0.74      0.73       300
 weighted avg       0.79      0.74      0.73       300
","[[143   7]
 [ 71  79]]",TOXICITY: 137; SPAM: 2; INSULT: 2; PROFANITY: 2
../data/labeled_data_small_6556.csv,0.48,0.68,0.7301136363636364,0.68,0.6615746180963572,0.6640064562410329,"               precision    recall  f1-score   support

    Offensive       0.62      0.91      0.74       150
Non-Offensive       0.84      0.45      0.58       150

     accuracy                           0.68       300
    macro avg       0.73      0.68      0.66       300
 weighted avg       0.73      0.68      0.66       300
","[[137  13]
 [ 83  67]]",INSULT: 2; TOXICITY: 128; SPAM: 5; PROFANITY: 2
../data/labeled_data_small_8080.csv,0.48,0.7333333333333333,0.7893518518518519,0.7333333333333333,0.7197702115734902,0.7195454936360509,"               precision    recall  f1-score   support

    Offensive       0.66      0.95      0.78       150
Non-Offensive       0.92      0.51      0.66       150

     accuracy                           0.73       300
    macro avg       0.79      0.73      0.72       300
 weighted avg       0.79      0.73      0.72       300
","[[143   7]
 [ 73  77]]",PROFANITY: 119; TOXICITY: 21; SPAM: 3
../data/labeled_data_small_42.csv,0.3,0.6333333333333333,0.7663352272727273,0.6333333333333333,0.5810268650652581,0.5952864689150752,"               precision    recall  f1-score   support

    Offensive       0.58      0.99      0.73       150
Non-Offensive       0.95      0.28      0.43       150

     accuracy                           0.63       300
    macro avg       0.77      0.63      0.58       300
 weighted avg       0.77      0.63      0.58       300
","[[148   2]
 [108  42]]",PROFANITY: 137; TOXICITY: 9; SPAM: 2
../data/labeled_data_small_42.csv,0.32,0.64,0.7695994522423827,0.64,0.5908264295817337,0.6035339070917409,"               precision    recall  f1-score   support

    Offensive       0.58      0.99      0.73       150
Non-Offensive       0.96      0.29      0.45       150

     accuracy                           0.64       300
    macro avg       0.77      0.64      0.59       300
 weighted avg       0.77      0.64      0.59       300
","[[148   2]
 [106  44]]",PROFANITY: 137; TOXICITY: 9; SPAM: 2
../data/labeled_data_small_42.csv,0.34,0.65,0.7657689581856839,0.65,0.6072270227808326,0.6171939880477438,"               precision    recall  f1-score   support

    Offensive       0.59      0.98      0.74       150
Non-Offensive       0.94      0.32      0.48       150

     accuracy                           0.65       300
    macro avg       0.77      0.65      0.61       300
 weighted avg       0.77      0.65      0.61       300
","[[147   3]
 [102  48]]",PROFANITY: 136; TOXICITY: 9; SPAM: 2
../data/labeled_data_small_42.csv,0.36,0.66,0.7710027100271002,0.66,0.6212121212121212,0.6293512915609344,"               precision    recall  f1-score   support

    Offensive       0.60      0.98      0.74       150
Non-Offensive       0.94      0.34      0.50       150

     accuracy                           0.66       300
    macro avg       0.77      0.66      0.62       300
 weighted avg       0.77      0.66      0.62       300
","[[147   3]
 [ 99  51]]",PROFANITY: 134; TOXICITY: 11; SPAM: 2
../data/labeled_data_small_42.csv,0.38,0.68,0.7681408898305085,0.68,0.6513486029732216,0.6557509944082549,"               precision    recall  f1-score   support

    Offensive       0.61      0.97      0.75       150
Non-Offensive       0.92      0.39      0.55       150

     accuracy                           0.68       300
    macro avg       0.77      0.68      0.65       300
 weighted avg       0.77      0.68      0.65       300
","[[145   5]
 [ 91  59]]",PROFANITY: 133; TOXICITY: 10; SPAM: 2
../data/labeled_data_small_123.csv,0.3,0.6666666666666666,0.7822944896115628,0.6666666666666666,0.6286393345216875,0.6361290042726702,"               precision    recall  f1-score   support

    Offensive       0.60      0.99      0.75       150
Non-Offensive       0.96      0.35      0.51       150

     accuracy                           0.67       300
    macro avg       0.78      0.67      0.63       300
 weighted avg       0.78      0.67      0.63       300
","[[148   2]
 [ 98  52]]",TOXICITY: 147; SPAM: 1
